,Contrato,Usuario Libre,Suministrador,Fecha de Suscripción,Fecha de Finalización,Precio Base,Precio FP,Rango de duración,Potencia_HP,Potencia_HFP,BRG,Precio de Potencia,Consistencia,Link,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
9166,,NAYA PER¿,Electronorte,2021-11-01 00:00:00,2023-12-31 00:00:00,11.53,11.53,2.164383561643836,0.46,0.46,,,0,,,,,
9167,,COMPLEJO AGROINDUSTRIAL BETA S.A.C.,Electronorte,2023-01-01 00:00:00,2023-12-31 00:00:00,11.6,11.6,0.9972602739726028,0.69,0.69,,,0,,,,,
9168,,COMPLEJO AGROINDUSTRIAL BETA S.A.C.,Electronorte,2023-01-01 00:00:00,2023-12-31 00:00:00,11.6,11.6,0.9972602739726028,0.9,0.9,,,0,,,,,
9169,,COMPLEJO AGROINDUSTRIAL BETA S.A.C.,Electronorte,2023-01-01 00:00:00,2023-12-31 00:00:00,11.6,11.6,0.9972602739726028,1.24,1.24,,,0,,,,,
9170,,EL MOLINO DEL AGRICULTOR SAC.,Electronorte,2022-01-01 00:00:00,2026-12-31 00:00:00,11.9,11.9,5.0,0.56,0.56,,,0,,,,,
9171,,MI CAUTIVO DE AYABACA SOCIEDAD ANONIMA CERRADA,Electronorte,2022-01-03 00:00:00,2024-12-31 00:00:00,11.9,11.9,2.9945205479452053,0.7,0.7,,,0,,,,,
9172,,MOLINO'S CRISTO MORADO SAC,Electronorte,2022-01-03 00:00:00,2026-12-31 00:00:00,11.9,11.9,4.994520547945205,0.36,0.36,,,0,,,,,
9173,,INDUAMERICA CHICLAYO SAC.,Electronorte,2022-01-04 00:00:00,2025-12-31 00:00:00,11.83,11.83,3.9917808219178084,0.8,0.8,,,0,,,,,
9174,,GSP Trujillo S.A.C.,Electronorte,2022-12-06 00:00:00,2023-02-28 00:00:00,12.64,12.64,0.23013698630136986,1.214,1.214,,,0,,,,,
9175,,HIELO ROSYMAR S.A.C.,Electronorte,2022-01-06 00:00:00,2026-12-31 00:00:00,12.09,12.09,4.986301369863014,0.5,0.5,,,0,,,,,
9176,,MOLINO EL LIRIO S.A.C.,Electronorte,2022-01-08 00:00:00,2024-07-31 00:00:00,11.83,11.83,2.5616438356164384,0.55,0.55,,,0,,,,,
9177,,PILADORA LA MERCED S.R.L.,Electronorte,2022-01-08 00:00:00,2025-07-31 00:00:00,13.02,13.02,3.5616438356164384,0.4,0.4,,,0,,,,,
9178,,AZUCARERA NAYLAMP SAC,Electronorte,2022-01-11 00:00:00,2026-12-31 00:00:00,12.09,12.09,4.972602739726027,0.45,0.45,,,0,,,,,
9179,,MOLINO GRANO  DORADO S.A.C.,Electronorte,2022-01-11 00:00:00,2026-12-31 00:00:00,12.09,12.09,4.972602739726027,0.34,0.34,,,0,,,,,
9180,,AGRO PIMA PERU S.A.C.,Electronorte,2022-01-12 00:00:00,2023-12-31 00:00:00,11.45,11.45,1.9671232876712328,2,2,,,0,,,,,
9181,,AGRICOLA BGS S.A.C.,Electronorte,2023-01-01 00:00:00,2026-12-31 00:00:00,11.71,11.71,4.0,1,1,,,0,,,,,
9182,,EMPRESA AGROINDUSTRIAL CAYALT¿ S.A.A.,Electronorte,2023-01-01 00:00:00,2026-12-31 00:00:00,11.71,11.71,4.0,0.475,0.475,,,0,,,,,
9183,,INVERSIONES YARABAMBA S.A.C.,Electronorte,2023-01-04 00:00:00,2026-12-31 00:00:00,14.13,14.13,3.9917808219178084,0.225,0.225,,,0,,,,,
9184,,MOLINERIAS GRUPO RAM SAC,Electronorte,2023-01-04 00:00:00,2026-03-31 00:00:00,13.76,13.76,3.2383561643835614,0.5,0.5,,,0,,,,,
9185,,Compañía Americana de Conservas,Electro Dunas,2022-01-01 00:00:00,2024-12-31 00:00:00,19,19,3.0,0.44,0.44,,,0,,,,,
9186,,EL PDREGAL,Electro Dunas,2022-01-02 00:00:00,2024-12-31 00:00:00,26,26,2.9972602739726026,0.5,0.5,,,0,,,,,
9187,,EL PDREGAL,Electro Dunas,2022-01-02 00:00:00,2024-12-31 00:00:00,26,26,2.9972602739726026,0.3,0.3,,,0,,,,,
9188,,AGRICOLA ISPANA S.A.C.,Electro Dunas,2022-01-03 00:00:00,2024-12-31 00:00:00,25.5,25.5,2.9945205479452053,0.2249,0.2249,,,0,,,,,
9189,,FARMACOLOGICOS VETERINARIOS S.A.C.,Electro Dunas,2022-01-04 00:00:00,2025-04-30 00:00:00,27,27,3.3205479452054796,0.95,0.95,,,0,,,,,
9190,,MOLINERA MENA BERRY S.C.R.L,Electro Dunas,2022-01-04 00:00:00,2025-04-30 00:00:00,27,27,3.3205479452054796,0.25,0.25,,,0,,,,,
9191,,SAN FERNANDO S.A.,Electro Dunas,2022-01-05 00:00:00,2024-12-31 00:00:00,67.5,67.5,2.989041095890411,3.5,3.5,,,0,,,,,
9192,,TRANSMARINA DEL PERU S.A.C.,Electro Dunas,2022-01-05 00:00:00,2024-12-31 00:00:00,27,27,2.989041095890411,1,1,,,0,,,,,
9193,,ICATOM S.A.,Electro Dunas,2022-01-06 00:00:00,2026-04-30 00:00:00,26.5,26.5,4.315068493150685,1,1,,,0,,,,,
9194,,ICATOM S.A.,Electro Dunas,2022-01-06 00:00:00,2026-04-30 00:00:00,26.5,26.5,4.315068493150685,0.6,0.6,,,0,,,,,
9195,,ICATOM S.A.,Electro Dunas,2022-01-06 00:00:00,2026-04-30 00:00:00,26.5,26.5,4.315068493150685,0.38,0.38,,,0,,,,,
9196,,GRUPO RAMCO S.A.C.,Electro Dunas,2022-01-06 00:00:00,2026-04-30 00:00:00,27,27,4.315068493150685,0.22347,0.22347,,,0,,,,,
9197,,INMOBILIARIA EL QUINDE S.A.C,Electro Dunas,2022-01-06 00:00:00,2027-04-30 00:00:00,26,26,5.315068493150685,0.8,0.8,,,0,,,,,
9198,,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA,Electro Dunas,2022-01-07 00:00:00,2026-04-30 00:00:00,28,28,4.3123287671232875,0.32,0.32,,,0,,,,,
9199,,APROPISCO,Electro Dunas,2022-01-07 00:00:00,2026-04-30 00:00:00,27,27,4.3123287671232875,0.5,0.5,,,0,,,,,
9200,,AGRICOLA DON RICARDO S.A.C.,Electro Dunas,2022-01-07 00:00:00,2026-12-31 00:00:00,27,27,4.983561643835617,0.35,0.35,,,0,,,,,
9201,,ELIANA PAMELA HERNANDEZ ZAPATA,Electro Dunas,2022-01-08 00:00:00,2025-07-31 00:00:00,29,29,3.5616438356164384,0.3988,0.3988,,,0,,,,,
9202,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,Electro Dunas,2022-01-09 00:00:00,2026-04-30 00:00:00,29,29,4.306849315068493,0.21373,0.21373,,,0,,,,,
9203,,PROCESADORA DEL FRIO S.A.C.,Electro Dunas,2022-01-09 00:00:00,2024-12-31 00:00:00,27,27,2.978082191780822,0.38,0.38,,,0,,,,,
9204,,VILMA ROSANA CAMPOS CARDENAS,Electro Dunas,2022-01-10 00:00:00,2025-09-30 00:00:00,29,29,3.723287671232877,0.28075,0.28075,,,0,,,,,
9205,,MINERA ALFA GOLDEN SAC,Electro Dunas,2022-01-10 00:00:00,2026-04-30 00:00:00,29,29,4.304109589041096,0.6,0.6,,,0,,,,,
9206,,ARENUVA S.A.C.,Electro Dunas,2022-01-11 00:00:00,2026-04-30 00:00:00,28.5,28.5,4.301369863013699,0.35,0.35,,,0,,,,,
9207,,ADMACON S.A.C.,Electro Dunas,2022-01-11 00:00:00,2026-04-30 00:00:00,29,29,4.301369863013699,0.25,0.25,,,0,,,,,
9208,,VIRU S.A.,Electro Dunas,2022-01-11 00:00:00,2026-04-30 00:00:00,27,27,4.301369863013699,0.8,0.8,,,0,,,,,
9209,,PACIFIC IQF S.A.C.,Electro Dunas,2022-01-11 00:00:00,2026-04-30 00:00:00,26.5,26.5,4.301369863013699,1,1,,,0,,,,,
9210,,AUGUSTO CURO BENITES S.R.L.,Electro Dunas,2022-01-11 00:00:00,2025-05-31 00:00:00,28,28,3.3863013698630136,0.38,0.38,,,0,,,,,
9211,,AGRICOLA DEL PACIFICO PERU S.A.C.,Electro Dunas,2022-01-12 00:00:00,2026-04-30 00:00:00,29,29,4.298630136986302,0.40575,0.40575,,,0,,,,,
9212,,GCM PERU LTDA. S.A.C.,Electro Dunas,2022-01-12 00:00:00,2026-04-30 00:00:00,31,31,4.298630136986302,1.6,1.6,,,0,,,,,
9213,,LA CALERA S.A.C.,Electro Dunas,2022-01-12 00:00:00,2026-04-30 00:00:00,28,28,4.298630136986302,1.00744,1.00744,,,0,,,,,
9214,,VSI INDUSTRIAL S.A.C.,Electro Dunas,2022-01-12 00:00:00,2025-11-30 00:00:00,28.5,28.5,3.884931506849315,1.2,1.2,,,0,,,,,
9215,,VSI INDUSTRIAL S.A.C.,Electro Dunas,2022-01-12 00:00:00,2025-11-30 00:00:00,28.5,28.5,3.884931506849315,0.82,0.82,,,0,,,,,
9216,,AGRO FLORAL PERU S.A.C.,Electro Dunas,2022-01-12 00:00:00,2026-04-30 00:00:00,29,29,4.298630136986302,0.7,0.7,,,0,,,,,
9217,,MULTISERVICIOS SEÑOR DEL MAR MBD S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-12-31 00:00:00,29,29,4.0,0.36,0.36,,,0,,,,,
9218,,AGRICOLA DON RICARDO S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-12-31 00:00:00,28,28,4.0,0.2116,0.2116,,,0,,,,,
9219,,LA CALERA S.A.C.,Electro Dunas,2023-01-01 00:00:00,2025-04-30 00:00:00,26.5,26.5,2.328767123287671,2.5,2.5,,,0,,,,,
9220,,LA CALERA S.A.C.,Electro Dunas,2023-01-01 00:00:00,2025-04-30 00:00:00,26.5,26.5,2.328767123287671,0.471,0.471,,,0,,,,,
9221,,PROCESADORA LARAN S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-12-31 00:00:00,26.5,26.5,4.0,1,1,,,0,,,,,
9222,,PROCESADORA LARAN S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-12-31 00:00:00,26.5,26.5,4.0,1,1,,,0,,,,,
9223,,AGROINDUSTRIA CASABLANCA S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-04-30 00:00:00,26.5,26.5,3.328767123287671,0.5,0.5,,,0,,,,,
9224,,AGROINDUSTRIA CASABLANCA S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-04-30 00:00:00,26.5,26.5,3.328767123287671,1,1,,,0,,,,,
9225,,AGROINDUSTRIA CASABLANCA S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-04-30 00:00:00,26.5,26.5,3.328767123287671,0.7,0.7,,,0,,,,,
9226,,AGROINDUSTRIA CASABLANCA S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-04-30 00:00:00,26.5,26.5,3.328767123287671,0.3,0.3,,,0,,,,,
9227,,AGROINDUSTRIA CASABLANCA S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-04-30 00:00:00,26.5,26.5,3.328767123287671,0.3,0.3,,,0,,,,,
9228,,LA PORTADA S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-04-30 00:00:00,26.5,26.5,3.328767123287671,0.75,0.75,,,0,,,,,
9229,,LA PORTADA S.A.C.,Electro Dunas,2023-01-01 00:00:00,2026-04-30 00:00:00,26.5,26.5,3.328767123287671,0.25,0.25,,,0,,,,,
9230,,COEXA,Electro Dunas,2023-01-01 00:00:00,2026-04-30 00:00:00,29,29,3.328767123287671,0.3,0.3,,,0,,,,,
9231,,INMOBILIARIA EL EBURNS S.A.C,Electro Dunas,2023-01-01 00:00:00,2027-12-31 00:00:00,22,22,5.0,1.8,1.8,,,0,,,,,
9232,,ASOCIACION CULTURAL PERUANO BRITANICA,Electro Dunas,2023-01-01 00:00:00,2027-04-30 00:00:00,32,32,4.328767123287672,0.25,0.25,,,0,,,,,
9233,,ASOCIACION CULTURAL PERUANO BRITANICA,Electro Dunas,2023-01-01 00:00:00,2027-04-30 00:00:00,32,32,4.328767123287672,0.25,0.25,,,0,,,,,
9234,,ASOCIACION CULTURAL PERUANO BRITANICA,Electro Dunas,2023-01-01 00:00:00,2027-04-30 00:00:00,32,32,4.328767123287672,0.25,0.25,,,0,,,,,
9235,,FUNDICION MORENO S.A.C.,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,10.02,9.46,5.728767123287671,0.98,0.98,,,0,,,,,
9236,,UNION DE CONCRETERAS S.A,Enel Distribución Perú,2021-01-12 00:00:00,2023-12-31 00:00:00,8.01,8.01,2.967123287671233,0.95,0.95,,,0,,,,,
9237,,UNION DE CONCRETERAS S.A,Enel Distribución Perú,2021-01-12 00:00:00,2023-12-31 00:00:00,8.01,8.01,2.967123287671233,0.4,0.4,,,0,,,,,
9238,,UNION DE CONCRETERAS S.A,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,8.45,8.45,5.728767123287671,0.5,0.5,,,0,,,,,
9239,,UNION DE CONCRETERAS S.A,Enel Distribución Perú,2016-01-09 00:00:00,2021-09-30 00:00:00,8.45,8.45,5.728767123287671,0.85,0.85,,,0,,,,,
9240,,CORAL CORPORATION S.A.,Enel Distribución Perú,2016-01-10 00:00:00,2025-08-31 00:00:00,10.3,9.72,9.646575342465754,1,1,,,0,,,,,
9241,,GRUPO TORVISCO SOCIEDAD ANONIMA,Enel Distribución Perú,2016-01-10 00:00:00,2025-08-31 00:00:00,10.3,9.72,9.646575342465754,2.5,2.5,,,0,,,,,
9242,,CORPORACION MG SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,8.1,8.1,5.890410958904109,0.9,0.9,,,0,,,,,
9243,,GLASSTEMPCORR S.A.C,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,10.65,10.04,5.890410958904109,1,1,,,0,,,,,
9244,,INDUSTRIA TEXTIL AMAZONAS S.A.C.,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,10.51,9.91,5.890410958904109,1.2,1.2,,,0,,,,,
9245,,GATE GOURMET PERU S.R.L.,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,10.4,10.4,5.890410958904109,0.4,0.4,,,0,,,,,
9246,,FORSAC PERU S.A.C.,Enel Distribución Perú,2016-01-10 00:00:00,2021-10-30 00:00:00,10,10,5.808219178082192,1,1,,,0,,,,,
9247,,NESTLE PERU S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,0,0,4.0849315068493155,6.5,6.5,,,0,,,,,
9248,,PROCESADORA DE ALIMENTOS TI-CAY S.R.L.,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,9.72,9.54,5.890410958904109,0.7,0.7,,,0,,,,,
9249,,BATERIAS ALFA SOCIEDAD ANONIMA,Enel Distribución Perú,2016-01-12 00:00:00,2025-03-31 00:00:00,9.45,9.45,9.221917808219178,0.38,0.38,,,0,,,,,
9250,,ADM INCA S.A.C.,Enel Distribución Perú,2016-01-12 00:00:00,2025-12-31 00:00:00,10.88,10.29,9.975342465753425,1,1,,,0,,,,,
9251,,FIBRAS MARINAS SA,Enel Distribución Perú,2016-01-12 00:00:00,2025-08-31 00:00:00,9.791,9.791,9.64109589041096,0.9,0.9,,,0,,,,,
9252,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2016-01-12 00:00:00,2020-12-30 00:00:00,9.791,9.791,4.96986301369863,2.5,2.5,,,0,,,,,
9253,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2016-01-12 00:00:00,2020-12-30 00:00:00,9.791,9.791,4.96986301369863,1,1,,,0,,,,,
9254,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,2.06,2.06,,,0,,,,,
9255,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,1.524,1.524,,,0,,,,,
9256,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,0.99,0.99,,,0,,,,,
9257,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,2.4,2.4,,,0,,,,,
9258,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,2.5,2.5,,,0,,,,,
9259,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,3.5,3.5,,,0,,,,,
9260,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,1.585,1.585,,,0,,,,,
9261,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,1.4,1.4,,,0,,,,,
9262,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2024-12-30 00:00:00,7.4,7.4,2.9972602739726026,2.5,2.5,,,0,,,,,
9263,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2021-01-03 00:00:00,2026-02-28 00:00:00,0,0,5.156164383561644,1.5,1.5,,,0,,,,,
9264,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2021-01-11 00:00:00,2023-12-31 00:00:00,7.4,7.4,2.96986301369863,0.4,0.4,,,0,,,,,
9265,,PESQUERA HAYDUK S.A.,Enel Distribución Perú,2021-01-03 00:00:00,2026-02-28 00:00:00,0,0,5.156164383561644,1.5,1.5,,,0,,,,,
9266,,PESQUERA CAPRICORNIO S.A.,Enel Distribución Perú,2016-01-12 00:00:00,2021-12-30 00:00:00,10.06,9.49,5.96986301369863,1.5,1.5,,,0,,,,,
9267,,ALUSUD PERU S.A.,Enel Distribución Perú,2016-01-12 00:00:00,2020-12-30 00:00:00,9.96,9.4,4.96986301369863,1,1,,,0,,,,,
9268,,INYECTO PLAST S A,Enel Distribución Perú,2016-01-12 00:00:00,2025-03-31 00:00:00,10.99,10.99,9.221917808219178,0.8,0.8,,,0,,,,,
9269,,MOLINO EL TRIUNFO S A,Enel Distribución Perú,2016-01-04 00:00:00,2025-09-30 00:00:00,0,0,9.745205479452055,5.95,5.95,,,0,,,,,
9270,,CONTRANS S.A.C.,Enel Distribución Perú,2016-01-12 00:00:00,2021-12-31 00:00:00,10.12,9.55,5.972602739726027,1,1,,,0,,,,,
9271,,PLASTICOS A SOCIEDAD ANONIMA,Enel Distribución Perú,2016-01-12 00:00:00,2025-03-31 00:00:00,9.45,9.45,9.221917808219178,0.63,0.63,,,0,,,,,
9272,,REDONDOS S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9.33,9.33,4.0849315068493155,1.5,1.5,,,0,,,,,
9273,,REDONDOS S A,Enel Distribución Perú,2017-01-10 00:00:00,2021-10-31 00:00:00,9.33,9.33,4.808219178082192,2,2,,,0,,,,,
9274,,REDONDOS S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9.33,9.33,4.0849315068493155,1.5,1.5,,,0,,,,,
9275,,REDONDOS S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9.33,9.33,4.0849315068493155,1.45,1.45,,,0,,,,,
9276,,REDONDOS S A,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9.33,9.33,4.0849315068493155,1.5,1.5,,,0,,,,,
9277,,REDONDOS S A,Enel Distribución Perú,2022-01-12 00:00:00,2023-12-31 00:00:00,10.81,10.81,1.9671232876712328,1,1,,,0,,,,,
9278,,COMPAÑIA NACIONAL DE CHOCOLATES DE PERU,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,10.13,9.55,4.0849315068493155,3.399,3.399,,,0,,,,,
9279,,LINEA PLASTICA PERU S.A.,Enel Distribución Perú,2017-01-01 00:00:00,2025-01-31 00:00:00,11.25,11.25,8.087671232876712,2.5,2.5,,,0,,,,,
9280,,DIVERPLAST S.A.C.,Enel Distribución Perú,2017-01-01 00:00:00,2025-06-30 00:00:00,11.37,11.37,8.498630136986302,0.4,0.4,,,0,,,,,
9281,,CONSORCIO AGUA AZUL S.A.,Enel Distribución Perú,2014-01-01 00:00:00,2022-05-31 00:00:00,0,0,8.416438356164383,1.4,1.4,,,0,,,,,
9282,,UNIVERSIDAD PRIVADA DEL NORTE SAC,Enel Distribución Perú,2018-01-06 00:00:00,2021-06-30 00:00:00,11.25,10.61,3.4821917808219176,0.763,0.763,,,0,,,,,
9283,,OPERACIONES Y SERVICIOS GENERALES S.A.,Luz del Sur,2022-01-12 00:00:00,2025-11-30 00:00:00,11.88,11.88,3.884931506849315,0.1145,0,,,0,,,,,
9284,,UCAL S.A.C.,Luz del Sur,2022-01-01 00:00:00,2024-12-31 00:00:00,11.88,11.88,3.0,0.224,0,,,0,,,,,
9285,,INVERSIONES NUEVA METROPOLI S.A.,Luz del Sur,2022-01-07 00:00:00,2025-06-30 00:00:00,13.36,13.36,3.4794520547945207,0.1676,0,,,0,,,,,
9286,,ENERGIA URBAN S.A.C.,Luz del Sur,2023-01-02 00:00:00,2026-01-31 00:00:00,12.25,12.25,3.0821917808219177,0.3014,0,,,0,,,,,
9287,,INDUSTRIAL GAMEDA S.A.,Luz del Sur,2019-01-11 00:00:00,2023-05-31 00:00:00,11.13,11.13,4.3863013698630136,0.0062,0,,,0,,,,,
9288,,Cencosud Retail Per¿ S.A.,Luz del Sur,2022-01-08 00:00:00,2025-07-31 00:00:00,11.13,11.13,3.5616438356164384,0.2696,0,,,0,,,,,
9289,,COESTI S.A.,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,11.13,11.13,3.0,0.0492,0,,,0,,,,,
9290,,ALQUIFE LURIN S.A.C.,Luz del Sur,2021-01-11 00:00:00,2024-10-31 00:00:00,11.88,11.88,3.8054794520547945,0.878,0,,,0,,,,,
9291,,MALECON BALTA OPERATOR S.A.C.,Luz del Sur,2022-01-07 00:00:00,2025-06-30 00:00:00,12.62,12.62,3.4794520547945207,0.1896,0,,,0,,,,,
9292,,OPERACIONES Y SERVICIOS GENERALES S.A.,Luz del Sur,2022-01-12 00:00:00,2025-11-30 00:00:00,11.88,11.88,3.884931506849315,0.2004,0,,,0,,,,,
9293,,FUNDICIONES ESPECIALES SA,Luz del Sur,2022-01-11 00:00:00,2025-10-31 00:00:00,11.32,11.32,3.8054794520547945,0.0357,0,,,0,,,,,
9294,,COESTI S.A.,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,11.13,11.13,3.0,0.1478,0,,,0,,,,,
9295,,CONTRANS S.A.C.,Luz del Sur,2022-01-11 00:00:00,2025-10-31 00:00:00,12.62,12.62,3.8054794520547945,0.1514,0,,,0,,,,,
9296,,ENGIE ENERGIA PERU S.A.,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,12.62,12.62,3.0,0.1628,0,,,0,,,,,
9297,,L. LOPEZ S.A.C.,Luz del Sur,2023-01-03 00:00:00,2026-02-28 00:00:00,14.1,14.1,3.1561643835616437,0.0369,0,,,0,,,,,
9298,,M Y R PLASTIPAK S.A.,Luz del Sur,2022-01-07 00:00:00,2025-06-30 00:00:00,12.62,12.62,3.4794520547945207,0.2088,0,,,0,,,,,
9299,,TERMOPACK DEL PERU S.A.C,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,11.88,11.88,3.0,0.5166,0,,,0,,,,,
9300,,JUNTA DE PROPIETARIOS LIMA CENTRAL TOWER,Luz del Sur,2021-01-03 00:00:00,2024-02-28 00:00:00,12.62,12.62,3.1534246575342464,0.213,0,,,0,,,,,
9301,,JTA DE PROP. AV. CIRCUNVALACI¿N DEL CLUB GOLF LOS INCAS 152-154,Luz del Sur,2022-01-01 00:00:00,2024-12-31 00:00:00,11.88,11.88,3.0,0.0866,0,,,0,,,,,
9302,,CORPORACION MG SOCIEDAD ANONIMA CERRADA,Luz del Sur,2022-01-01 00:00:00,2024-12-31 00:00:00,12.99,12.99,3.0,0.529,0,,,0,,,,,
9303,,CORPORACION MG SOCIEDAD ANONIMA CERRADA,Luz del Sur,2022-01-01 00:00:00,2024-12-31 00:00:00,12.99,12.99,3.0,0.2995,0,,,0,,,,,
9304,,REPRESENTACIONES MARTIN S.A.C,Luz del Sur,2021-01-09 00:00:00,2024-08-31 00:00:00,11.88,11.88,3.643835616438356,0.0112,0,,,0,,,,,
9305,,ADMINISTRACION DE ESPACIOS CORPORATIVOS S.A.C.,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,12.25,12.25,3.0,0.1841,0,,,0,,,,,
9306,,ADMINISTRACION DE ESPACIOS CORPORATIVOS S.A.C.,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,12.25,12.25,3.0,0.5908,0,,,0,,,,,
9307,,ALDEA LOGISTICA GLOBAL SAC,Luz del Sur,2021-01-11 00:00:00,2024-10-31 00:00:00,12.25,12.25,3.8054794520547945,0.1662,0,,,0,,,,,
9308,,GAMARRA MODA PLAZA S.A.C.,Luz del Sur,2022-01-06 00:00:00,2025-05-31 00:00:00,11.13,11.13,3.4,1.0961,0,,,0,,,,,
9309,,INVERSIONES NUEVA METROPOLI S.A.,Luz del Sur,2022-01-07 00:00:00,2025-06-30 00:00:00,13.36,13.36,3.4794520547945207,0.3256,0,,,0,,,,,
9310,,SILVATEAM PERU S.A.C.,Luz del Sur,2021-01-03 00:00:00,2024-02-28 00:00:00,9.65,9.65,3.1534246575342464,0.6194,0,,,0,,,,,
9311,,LATAM LOGISTIC PER PROPCO LURIN I S.R.L.,Luz del Sur,2022-01-01 00:00:00,2024-12-31 00:00:00,11.88,11.88,3.0,0.7963,0,,,0,,,,,
9312,,SIKA PERU S.A.C.,Luz del Sur,2022-01-09 00:00:00,2025-08-31 00:00:00,11.69,11.69,3.643835616438356,0.1652,0,,,0,,,,,
9313,,ERW PROPERTY MANAGEMENT SERVICES S.A.,Luz del Sur,2021-01-10 00:00:00,2024-09-30 00:00:00,12.99,12.99,3.723287671232877,0.2964,0,,,0,,,,,
9314,,ATTCO S.A.C.,Luz del Sur,2022-01-06 00:00:00,2025-05-31 00:00:00,12.25,12.25,3.4,0.2464,0,,,0,,,,,
9315,,Cencosud Retail Per¿ S.A.,Luz del Sur,2022-01-08 00:00:00,2025-07-31 00:00:00,11.13,11.13,3.5616438356164384,0.1781,0,,,0,,,,,
9316,,ERW PROPERTY MANAGEMENT SERVICES S.A.,Luz del Sur,2021-01-04 00:00:00,2024-03-31 00:00:00,9.28,9.28,3.2383561643835614,0.3958,0,,,0,,,,,
9317,,IMELSA INTERNATIONAL S.A.,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,11.32,11.32,3.0,0.003,0,,,0,,,,,
9318,,FARMAGRO SA,Luz del Sur,2022-01-07 00:00:00,2025-06-30 00:00:00,11.88,11.88,3.4794520547945207,0.0389,0,,,0,,,,,
9319,,GRUCABA S.A.C.,Luz del Sur,2022-01-11 00:00:00,2025-10-31 00:00:00,12.25,12.25,3.8054794520547945,0.2244,0,,,0,,,,,
9320,,INMOBILIARIA ALQUIFE S.A.C.,Luz del Sur,2021-01-11 00:00:00,2024-10-31 00:00:00,11.88,11.88,3.8054794520547945,0.1713,0,,,0,,,,,
